movie_name,title_year,genres,duration,director_name,movie_imdb_link,content_rating,imdb_score,num_voted_users,num_user_for_reviews
The Sum of All Fears,2002,Action|Drama|Thriller,124,Phil Alden Robinson,http://www.imdb.com/title/tt0164184/?ref_=fn_tt_tt_1,PG-13,6.4,86504,568
The Sweeney,2012,Action|Crime|Drama,112,Nick Love,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,R,6.1,16445,99
The Sweet Hereafter,1997,Drama,112,Atom Egoyan,http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1,R,7.7,26720,196
The Sweetest Thing,2002,Comedy|Romance,90,Roger Kumble,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,R,5.1,46158,403
The Switch,2010,Comedy|Drama|Romance,101,Josh Gordon,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,PG-13,6.1,77987,120
The Tailor of Panama,2001,Drama|Thriller,109,John Boorman,http://www.imdb.com/title/tt0236784/?ref_=fn_tt_tt_1,R,6.1,23728,213
The Taking of Pelham 1 2 3,2009,Action|Crime|Thriller,106,Tony Scott,http://www.imdb.com/title/tt1111422/?ref_=fn_tt_tt_1,R,6.4,149998,285
The Tale of Despereaux,2008,Adventure|Animation|Comedy|Family|Fantasy,93,Sam Fell,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,G,6.1,31209,106
The Talented Mr. Ripley,1999,Crime|Drama|Thriller,139,Anthony Minghella,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,R,7.3,137891,696
The Tempest,2010,Comedy|Drama|Fantasy|Romance,110,Julie Taymor,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,PG-13,5.4,6147,36
The Ten,2007,Comedy|Romance,96,David Wain,http://www.imdb.com/title/tt0811106/?ref_=fn_tt_tt_1,R,5,15315,117
The Terminal,2004,Comedy|Drama,128,Steven Spielberg,http://www.imdb.com/title/tt0362227/?ref_=fn_tt_tt_1,PG-13,7.3,303864,596
The Terminator,1984,Action|Sci-Fi,107,James Cameron,http://www.imdb.com/title/tt0088247/?ref_=fn_tt_tt_1,R,8.1,600266,692
The Texas Chainsaw Massacre 2,1986,Comedy|Horror,101,Tobe Hooper,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,X,5.5,19234,258
The Texas Chainsaw Massacre: The Beginning,2006,Horror,83,Jonathan Liebesman,http://www.imdb.com/title/tt0420294/?ref_=fn_tt_tt_1,R,5.9,56269,366
The Theory of Everything,2014,Biography|Drama|Romance,123,James Marsh,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,PG-13,7.7,265507,388
The Thin Red Line,1998,Drama|War,215,Terrence Malick,http://www.imdb.com/title/tt0120863/?ref_=fn_tt_tt_1,R,7.6,138941,1448
The Thing,1982,Horror|Mystery|Sci-Fi,109,John Carpenter,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,R,8.2,258078,911
The Thirteenth Floor,1999,Mystery|Sci-Fi|Thriller,100,Josef Rusnak,http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1,R,7,51996,302
The Thomas Crown Affair,1999,Crime|Romance|Thriller,113,John McTiernan,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,R,6.8,73068,419
The Three Musketeers,2011,Action|Adventure|Romance,110,Paul W.S. Anderson,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,PG-13,5.8,88542,254
The Three Stooges,2012,Comedy,92,Bobby Farrelly,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,PG,5.1,25484,189
The Tigger Movie,2000,Animation|Comedy|Drama|Family|Musical,77,Jun Falkenstein,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,G,6.3,13319,53
The Timber,2015,Adventure|Drama|Western,81,Anthony O'Brien,http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1,,5.5,1274,17
The Time Machine,2002,Action|Adventure|Sci-Fi,96,Simon Wells,http://www.imdb.com/title/tt0268695/?ref_=fn_tt_tt_1,PG-13,5.9,103787,615
The Time Traveler's Wife,2009,Drama|Fantasy|Romance|Sci-Fi,107,Robert Schwentke,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,PG-13,7.1,114925,234
The To Do List,2013,Comedy|Romance,104,Maggie Carey,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,R,5.8,29517,79
The Tooth Fairy,2006,Horror|Thriller,89,Chuck Bowman,http://www.imdb.com/title/tt0473553/?ref_=fn_tt_tt_1,,4.6,1263,32
The Touch,2007,Romance|Short,7,Jane Clark,http://www.imdb.com/title/tt1128219/?ref_=fn_tt_tt_1,,5.2,118,
The Tourist,2010,Action|Romance|Thriller,103,Florian Henckel von Donnersmarck,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,PG-13,6,176606,374
The Town,2010,Crime|Drama|Thriller,150,Ben Affleck,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,R,7.6,280228,420
The Toxic Avenger Part II,1989,Action|Comedy|Horror|Sci-Fi,96,Michael Herz,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,R,5.1,4663,40
The Toxic Avenger,1984,Action|Comedy|Horror|Sci-Fi,91,Michael Herz,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,Unrated,6.2,19253,147
The Train,1964,Thriller|War,133,John Frankenheimer,http://www.imdb.com/title/tt0059825/?ref_=fn_tt_tt_1,Unrated,7.9,10119,124
The Transporter Refueled,2015,Action|Crime|Thriller,96,Camille Delamarre,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,PG-13,5.1,26767,121
The Transporter,2002,Action|Crime|Thriller,92,Louis Leterrier,http://www.imdb.com/title/tt0293662/?ref_=fn_tt_tt_1,PG-13,6.8,237248,460
The Tree of Life,2011,Drama|Fantasy,139,Terrence Malick,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,PG-13,6.7,136367,975
The Trials of Darryl Hunt,2006,Crime|Documentary,106,Ricki Stern,http://www.imdb.com/title/tt0446055/?ref_=fn_tt_tt_1,PG-13,7.7,771,10
The Trouble with Harry,1955,Comedy|Mystery|Romance,99,Alfred Hitchcock,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,Approved,7.2,24891,150
The True Story of Puss'N Boots,2009,Adventure|Animation|Comedy,80,Jérôme Deschamps,http://www.imdb.com/title/tt1239462/?ref_=fn_tt_tt_1,G,2.9,753,24
The Truman Show,1998,Comedy|Drama|Sci-Fi,103,Peter Weir,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,PG,8.1,667983,877
The Tuxedo,2002,Action|Comedy|Sci-Fi,98,Kevin Donovan,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,PG-13,5.3,61966,207
The Twilight Saga: Breaking Dawn - Part 2,2012,Adventure|Drama|Fantasy|Romance,115,Bill Condon,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,PG-13,5.5,185394,329
The Twilight Saga: Eclipse,2010,Adventure|Drama|Fantasy|Romance,124,David Slade,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,PG-13,4.9,184637,498
The Twilight Saga: New Moon,2009,Adventure|Drama|Fantasy|Romance,130,Chris Weitz,http://www.imdb.com/title/tt1259571/?ref_=fn_tt_tt_1,PG-13,4.6,220758,919
The Ugly Truth,2009,Comedy|Romance,96,Robert Luketic,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,R,6.5,163665,169
The Ultimate Gift,2006,Drama|Family|Romance,114,Michael O. Sajbel,http://www.imdb.com/title/tt0482629/?ref_=fn_tt_tt_1,PG,7.4,14100,81
The Unborn,2009,Drama|Fantasy|Horror|Mystery|Thriller,89,David S. Goyer,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,PG-13,4.8,42182,230
The Untouchables,1987,Crime|Drama|Thriller,119,Brian De Palma,http://www.imdb.com/title/tt0094226/?ref_=fn_tt_tt_1,R,7.9,219008,418
The Upside of Anger,2005,Comedy|Drama,118,Mike Binder,http://www.imdb.com/title/tt0365885/?ref_=fn_tt_tt_1,R,6.9,19007,219
The Usual Suspects,1995,Crime|Drama|Mystery|Thriller,106,Bryan Singer,http://www.imdb.com/title/tt0114814/?ref_=fn_tt_tt_1,R,8.6,740918,1182
The Valley of Decision,1945,Drama,119,Tay Garnett,http://www.imdb.com/title/tt0038213/?ref_=fn_tt_tt_1,Passed,7.5,1314,29
The Vatican Exorcisms,2013,Horror,76,Joe Marino,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,R,2.6,332,10
The Vatican Tapes,2015,Horror|Thriller,91,Mark Neveldine,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,PG-13,4.5,7199,53
The Veil,2016,Horror,93,Phil Joanou,http://www.imdb.com/title/tt3533916/?ref_=fn_tt_tt_1,R,4.7,4146,29
The Velocity of Gary,1998,Comedy|Drama|Romance,100,Dan Ireland,http://www.imdb.com/title/tt0120878/?ref_=fn_tt_tt_1,R,5,1555,40
The Verdict,1982,Drama,129,Sidney Lumet,http://www.imdb.com/title/tt0084855/?ref_=fn_tt_tt_1,R,7.8,26310,154
The Village,2004,Drama|Mystery|Romance|Thriller,108,M. Night Shyamalan,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,PG-13,6.5,193770,2003
The Virgin Suicides,1999,Drama|Romance,90,Sofia Coppola,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1,R,7.2,116910,520
The Virginity Hit,2010,Comedy,86,Huck Botko,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,R,4.6,3467,13
The Visit,2015,Horror|Thriller,94,M. Night Shyamalan,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,PG-13,6.2,65299,455
The Visual Bible: The Gospel of John,2003,Biography|Drama|History,125,Philip Saville,http://www.imdb.com/title/tt0377992/?ref_=fn_tt_tt_1,PG-13,7.7,2164,74
The Vow,2012,Drama|Romance,104,Michael Sucsy,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,PG-13,6.8,145852,164
The Wackness,2008,Comedy|Drama|Romance,99,Jonathan Levine,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,R,7,27266,75
The Walking Deceased,2015,Comedy|Horror,88,Scott Dow,http://www.imdb.com/title/tt3499458/?ref_=fn_tt_tt_1,R,3.4,2348,25
The Walk,2015,Adventure|Biography|Drama|Thriller,123,Robert Zemeckis,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,PG,7.4,77394,195
The Warrior's Way,2010,Action|Fantasy|Western,100,Sngmoo Lee,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,R,6.3,22309,102
The Wash,2001,Comedy,93,DJ Pooh,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,R,4.6,5612,38
The Watcher,2000,Crime|Horror|Mystery|Thriller,97,Joe Charbanic,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,R,5.3,22220,181
The Watch,2012,Action|Comedy|Sci-Fi,102,Akiva Schaffer,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,R,5.7,104072,207
The Water Diviner,2014,Drama|War,111,Russell Crowe,http://www.imdb.com/title/tt3007512/?ref_=fn_tt_tt_1,R,7.1,53341,185
The Waterboy,1998,Comedy|Sport,90,Frank Coraci,http://www.imdb.com/title/tt0120484/?ref_=fn_tt_tt_1,PG-13,6.1,119450,300
The Way Way Back,2013,Comedy|Drama,103,Nat Faxon,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,PG-13,7.4,115813,216
The Way of the Gun,2000,Action|Crime|Drama|Thriller,119,Christopher McQuarrie,http://www.imdb.com/title/tt0202677/?ref_=fn_tt_tt_1,R,6.7,27536,327
The Weather Man,2005,Comedy|Drama,102,Gore Verbinski,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,R,6.6,69172,316
The Wedding Date,2005,Comedy|Romance,90,Clare Kilner,http://www.imdb.com/title/tt0372532/?ref_=fn_tt_tt_1,PG-13,6.1,38248,250
The Wedding Planner,2001,Comedy|Romance,103,Adam Shankman,http://www.imdb.com/title/tt0209475/?ref_=fn_tt_tt_1,PG-13,5.2,61317,229
The Wendell Baker Story,2005,Comedy|Drama|Romance,99,Andrew Wilson,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,PG-13,5.5,5159,27
The White Countess,2005,Drama|History|Romance|War,135,James Ivory,http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1,PG-13,6.7,5321,78
The Whole Nine Yards,2000,Comedy|Crime,98,Jonathan Lynn,http://www.imdb.com/title/tt0190138/?ref_=fn_tt_tt_1,R,6.7,90374,318
The Whole Ten Yards,2004,Comedy|Crime|Thriller,98,Howard Deutch,http://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,PG-13,5.5,45775,112
The Wicked Lady,1983,Adventure|Drama,98,Michael Winner,http://www.imdb.com/title/tt0086582/?ref_=fn_tt_tt_1,R,4,802,15
The Wicked Within,2015,Horror,84,Jay Alaimo,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,R,4.6,742,7
The Wild Bunch,1969,Action|Adventure|Western,144,Sam Peckinpah,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,R,8,63192,287
The Wild Thornberrys Movie,2002,Adventure|Animation|Comedy|Family|Fantasy,85,Cathy Malkasian,http://www.imdb.com/title/tt0282120/?ref_=fn_tt_tt_1,PG,5.2,12218,33
The Wind That Shakes the Barley,2006,Drama|War,127,Ken Loach,http://www.imdb.com/title/tt0460989/?ref_=fn_tt_tt_1,Not Rated,7.5,36846,222
The Witch,2015,Horror|Mystery,92,Robert Eggers,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,R,6.8,66483,452
The Wizard of Oz,1939,Adventure|Family|Fantasy|Musical,102,Victor Fleming,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1,Passed,8.1,291875,533
The Wiz,1978,Adventure|Family|Fantasy|Music|Musical,118,Sidney Lumet,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,G,5.2,10895,150
The Wolf of Wall Street,2013,Biography|Comedy|Crime|Drama,240,Martin Scorsese,http://www.imdb.com/title/tt0993846/?ref_=fn_tt_tt_1,R,8.2,780588,1138
The Wolfman,2010,Drama|Fantasy|Horror|Thriller,119,Joe Johnston,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,R,5.8,89442,432
The Wolverine,2013,Action|Adventure|Sci-Fi|Thriller,138,James Mangold,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,PG-13,6.7,328067,533
The Woman Chaser,1999,Comedy,88,Robinson Devor,http://www.imdb.com/title/tt0217894/?ref_=fn_tt_tt_1,,7.3,524,22
The Woman in Black,2012,Drama|Fantasy|Horror|Thriller,95,James Watkins,http://www.imdb.com/title/tt1596365/?ref_=fn_tt_tt_1,PG-13,6.4,139749,509
The Women,2008,Comedy|Drama,114,Diane English,http://www.imdb.com/title/tt0430770/?ref_=fn_tt_tt_1,PG-13,4.9,16582,125
The Wood,1999,Comedy|Drama|Romance,106,Rick Famuyiwa,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,R,6.9,6585,50
The Words,2012,Drama|Mystery|Romance|Thriller,102,Brian Klugman,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,PG-13,7.1,59637,130
The Work and the Glory II: American Zion,2005,Drama|Western,100,Sterling Van Wagenen,http://www.imdb.com/title/tt0457530/?ref_=fn_tt_tt_1,PG-13,6.6,564,21
The Work and the Glory,2004,Drama|Romance,118,Russell Holt,http://www.imdb.com/title/tt0410454/?ref_=fn_tt_tt_1,PG,6.9,833,33
The Work and the Story,2003,Comedy,77,Nathan Smith Jones,http://www.imdb.com/title/tt0339921/?ref_=fn_tt_tt_1,,5.7,98,5
The World Is Not Enough,1999,Action|Adventure|Thriller,128,Michael Apted,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,PG-13,6.4,157519,683
The World's End,2013,Action|Comedy|Sci-Fi,109,Edgar Wright,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,R,7,185587,401
The World's Fastest Indian,2005,Biography|Drama|Sport,127,Roger Donaldson,http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1,PG-13,7.9,44198,251
The Wraith,1986,Action|Horror|Romance|Sci-Fi|Thriller,93,Mike Marvin,http://www.imdb.com/title/tt0092240/?ref_=fn_tt_tt_1,R,5.9,10082,100
The Wrestler,2008,Drama|Sport,109,Darren Aronofsky,http://www.imdb.com/title/tt1125849/?ref_=fn_tt_tt_1,R,7.9,251349,547
The X Files: I Want to Believe,2008,Drama|Mystery|Sci-Fi|Thriller,108,Chris Carter,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1,PG-13,5.9,78256,492
The X Files,1998,Drama|Mystery|Sci-Fi|Thriller,121,Rob Bowman,http://www.imdb.com/title/tt0120902/?ref_=fn_tt_tt_1,PG-13,7,85720,297
The Yards,2000,Crime|Drama|Romance|Thriller,115,James Gray,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,R,6.4,16215,138
The Yellow Handkerchief,2008,Drama|Romance,102,Udayan Prasad,http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1,PG-13,6.8,6723,36
The Young Messiah,2016,Drama,111,Cyrus Nowrasteh,http://www.imdb.com/title/tt1002563/?ref_=fn_tt_tt_1,PG-13,5.4,1449,30
The Young Unknowns,2000,Drama,87,Catherine Jelski,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,R,4.2,122,3
The Young Victoria,2009,Biography|Drama|History|Romance,100,Jean-Marc Vallée,http://www.imdb.com/title/tt0962736/?ref_=fn_tt_tt_1,PG,7.3,44931,100
The Young and Prodigious T.S. Spivet,2013,Action|Adventure|Drama|Family,105,Jean-Pierre Jeunet,http://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1,PG,7.1,11347,28
There Be Dragons,2011,Biography|Drama|War,102,Roland Joffé,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,PG-13,5.9,3865,53
There Goes My Baby,1994,Comedy|Drama,99,Floyd Mutrux,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,R,6.4,859,31
There Will Be Blood,2007,Drama,158,Paul Thomas Anderson,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,R,8.1,372990,1107
There's Something About Mary,1998,Comedy|Romance,107,Bobby Farrelly,http://www.imdb.com/title/tt0129387/?ref_=fn_tt_tt_1,R,7.1,247289,611
Theresa Is a Mother,2012,Comedy|Drama|Music,105,C. Fraser Press,http://www.imdb.com/title/tt1989646/?ref_=fn_tt_tt_1,,6.7,37,1
They Came Together,2014,Comedy,83,David Wain,http://www.imdb.com/title/tt2398249/?ref_=fn_tt_tt_1,R,5.5,16987,85
They Live,1988,Horror|Sci-Fi|Thriller,93,John Carpenter,http://www.imdb.com/title/tt0096256/?ref_=fn_tt_tt_1,R,7.3,73501,333
They,2002,Horror|Mystery|Thriller,89,Robert Harmon,http://www.imdb.com/title/tt0283632/?ref_=fn_tt_tt_1,PG-13,4.8,10885,271
Things We Lost in the Fire,2007,Drama,118,Susanne Bier,http://www.imdb.com/title/tt0469623/?ref_=fn_tt_tt_1,R,7.2,24104,88
Things to Do in Denver When You're Dead,1995,Crime|Drama,115,Gary Fleder,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,R,6.8,22345,144
Think Like a Man Too,2014,Comedy|Romance,106,Tim Story,http://www.imdb.com/title/tt2239832/?ref_=fn_tt_tt_1,PG-13,5.7,15310,38
Think Like a Man,2012,Comedy|Romance,122,Tim Story,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,PG-13,6.6,34579,62
Thinner,1996,Fantasy|Horror,93,Tom Holland,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,R,5.7,19805,122
Thir13en Ghosts,2001,Horror,91,Steve Beck,http://www.imdb.com/title/tt0245674/?ref_=fn_tt_tt_1,R,5.5,65512,478
Thirteen Conversations About One Thing,2001,Drama,104,Jill Sprecher,http://www.imdb.com/title/tt0268690/?ref_=fn_tt_tt_1,R,7.1,8603,115
Thirteen Days,2000,Drama|History|Thriller,145,Roger Donaldson,http://www.imdb.com/title/tt0146309/?ref_=fn_tt_tt_1,PG-13,7.3,45231,315
Thirteen,2003,Drama,100,Catherine Hardwicke,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,R,6.8,68222,545
This Christmas,2007,Comedy|Drama|Romance,117,Preston A. Whitmore II,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,PG-13,6.1,6528,32
This Is 40,2012,Comedy,134,Judd Apatow,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1,R,6.2,104005,248
This Is England,2006,Crime|Drama,101,Shane Meadows,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,Unrated,7.7,99177,192
This Is It,2009,Documentary|Music,111,Kenny Ortega,http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1,PG,7.3,33158,223
This Is Martin Bonner,2013,Drama,83,Chad Hartigan,http://www.imdb.com/title/tt1798291/?ref_=fn_tt_tt_1,R,6.6,733,7
This Is Where I Leave You,2014,Comedy|Drama,103,Shawn Levy,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,R,6.6,54242,145
This Is the End,2013,Comedy|Fantasy,107,Evan Goldberg,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,R,6.7,310540,669
This Means War,2012,Action|Comedy|Romance,103,McG,http://www.imdb.com/title/tt1596350/?ref_=fn_tt_tt_1,PG-13,6.3,147641,238
This Thing of Ours,2003,Crime|Drama,100,Danny Provenzano,http://www.imdb.com/title/tt0338497/?ref_=fn_tt_tt_1,Not Rated,5.4,508,18
Thomas and the Magic Railroad,2000,Adventure|Comedy|Drama|Family|Fantasy,85,Britt Allcroft,http://www.imdb.com/title/tt0205461/?ref_=fn_tt_tt_1,G,3.6,2855,119
Thor: The Dark World,2013,Action|Adventure|Fantasy,112,Alan Taylor,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,PG-13,7.1,414070,532
Thor,2011,Action|Adventure|Fantasy,115,Kenneth Branagh,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,PG-13,7,536314,738
Thr3e,2006,Drama|Horror|Mystery|Thriller,101,Robby Henson,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,PG-13,5.1,4057,90
Three Burials,2005,Adventure|Crime|Drama|Mystery|Western,107,Tommy Lee Jones,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,R,7.5,34194,199
Three Kings,1999,Action|Adventure|Comedy|Drama|War,114,David O. Russell,http://www.imdb.com/title/tt0120188/?ref_=fn_tt_tt_1,R,7.1,137854,560
Three to Tango,1999,Comedy|Romance,98,Damon Santostefano,http://www.imdb.com/title/tt0144640/?ref_=fn_tt_tt_1,PG-13,6.1,16372,121
Thumbsucker,2005,Comedy|Drama,96,Mike Mills,http://www.imdb.com/title/tt0318761/?ref_=fn_tt_tt_1,R,6.6,18762,91
Thunder and the House of Magic,2013,Adventure|Animation|Comedy|Family|Fantasy,85,Jeremy Degruson,http://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1,,6.3,4265,16
Thunderball,1965,Action|Adventure|Thriller,130,Terence Young,http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1,Approved,7,82073,275
Thunderbirds,2004,Action|Adventure|Comedy|Family|Sci-Fi,95,Jonathan Frakes,http://www.imdb.com/title/tt0167456/?ref_=fn_tt_tt_1,PG,4.2,11148,229
Tiger Orange,2014,Drama,75,Wade Gasque,http://www.imdb.com/title/tt2866824/?ref_=fn_tt_tt_1,Unrated,6.8,683,8
Tim and Eric's Billion Dollar Movie,2012,Comedy,93,Tim Heidecker,http://www.imdb.com/title/tt1855401/?ref_=fn_tt_tt_1,R,5.3,7988,71
Timber Falls,2007,Horror|Thriller,100,Tony Giglio,http://www.imdb.com/title/tt0857295/?ref_=fn_tt_tt_1,R,5.3,5012,47
Time Bandits,1981,Adventure|Comedy|Fantasy|Sci-Fi,103,Terry Gilliam,http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1,PG,7,45890,177
Time Changer,2002,Drama|Fantasy|Sci-Fi,95,Rich Christiano,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,PG,5.6,1742,158
Time to Choose,2015,Documentary,100,Charles Ferguson,http://www.imdb.com/title/tt5001130/?ref_=fn_tt_tt_1,,7,75,2
Timecop,1994,Action|Crime|Sci-Fi|Thriller,99,Peter Hyams,http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1,R,5.8,44394,115
Timeline,2003,Action|Adventure|Sci-Fi,116,Richard Donner,http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1,PG-13,5.6,53057,457
Tin Can Man,2007,Horror,83,Ivan Kavanagh,http://www.imdb.com/title/tt1235811/?ref_=fn_tt_tt_1,,6.7,57,1
Tin Cup,1996,Comedy|Drama|Romance|Sport,135,Ron Shelton,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,R,6.3,37911,73
Tinker Tailor Soldier Spy,2011,Drama|Mystery|Thriller,127,Tomas Alfredson,http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1,R,7.1,149066,517
Tiny Furniture,2010,Comedy|Drama|Romance,98,Lena Dunham,http://www.imdb.com/title/tt1570989/?ref_=fn_tt_tt_1,Not Rated,6.3,11816,35
Titan A.E.,2000,Action|Adventure|Animation|Family|Sci-Fi,94,Don Bluth,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,PG,6.6,52244,377
Titanic,1997,Drama|Romance,194,James Cameron,http://www.imdb.com/title/tt0120338/?ref_=fn_tt_tt_1,PG-13,7.7,793059,2528
"To Be Frank, Sinatra at 100",2015,Documentary,81,Simon Napier-Bell,http://www.imdb.com/title/tt4704314/?ref_=fn_tt_tt_1,,7.4,7,
To Die For,1995,Comedy|Crime|Drama,106,Gus Van Sant,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,R,6.8,34774,162
To Kill a Mockingbird,1962,Crime|Drama,129,Robert Mulligan,http://www.imdb.com/title/tt0056592/?ref_=fn_tt_tt_1,Not Rated,8.4,215086,471
To Rome with Love,2012,Comedy|Romance,112,Woody Allen,http://www.imdb.com/title/tt1859650/?ref_=fn_tt_tt_1,R,6.3,67893,163
To Save a Life,2009,Drama,120,Brian Baugh,http://www.imdb.com/title/tt1270286/?ref_=fn_tt_tt_1,PG-13,7.1,4583,55
Tom Jones,1963,Adventure|Comedy|History,121,Tony Richardson,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,Unrated,6.8,8508,56
Tombstone,1993,Action|Biography|Drama|History|Romance|Western,134,George P. Cosmatos,http://www.imdb.com/title/tt0108358/?ref_=fn_tt_tt_1,R,7.8,95241,439
Tomcats,2001,Comedy,95,Gregory Poirier,http://www.imdb.com/title/tt0246989/?ref_=fn_tt_tt_1,R,5.3,15427,121
Tomorrow Never Dies,1997,Action|Adventure|Thriller,119,Roger Spottiswoode,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1,PG-13,6.5,149680,328
